"","gameId","playId","nflId","displayName","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","color"
"23",2022110601,2084,38553,"Riley Reiff",23,"2022-11-06 14:46:37.099999",71,"CHI","left",75.51,24.88,3.12,1,0.33,245.36,255.56,NA,"#c83803"
"24",2022110601,2084,38553,"Riley Reiff",24,"2022-11-06 14:46:37.200000",71,"CHI","left",75.2,24.8,3.08,0.92,0.32,243.99,255.09,NA,"#c83803"
"25",2022110601,2084,38553,"Riley Reiff",25,"2022-11-06 14:46:37.299999",71,"CHI","left",74.9,24.72,3.04,0.91,0.31,240.94,255.45,NA,"#c83803"
"26",2022110601,2084,38553,"Riley Reiff",26,"2022-11-06 14:46:37.400000",71,"CHI","left",74.59,24.65,3.07,0.8,0.32,241.62,256.45,NA,"#c83803"
"27",2022110601,2084,38553,"Riley Reiff",27,"2022-11-06 14:46:37.500000",71,"CHI","left",74.27,24.58,3.09,0.83,0.32,240.19,256.71,NA,"#c83803"
"28",2022110601,2084,38553,"Riley Reiff",28,"2022-11-06 14:46:37.599999",71,"CHI","left",73.96,24.5,3.07,1.07,0.32,240.19,256.29,"first_contact","#c83803"
"29",2022110601,2084,38553,"Riley Reiff",29,"2022-11-06 14:46:37.700000",71,"CHI","left",73.65,24.42,3.06,1.26,0.32,240.19,256.17,NA,"#c83803"
"30",2022110601,2084,38553,"Riley Reiff",30,"2022-11-06 14:46:37.799999",71,"CHI","left",73.34,24.34,3.03,1.24,0.32,241.81,255.28,NA,"#c83803"
"31",2022110601,2084,38553,"Riley Reiff",31,"2022-11-06 14:46:37.900000",71,"CHI","left",73.03,24.26,3.05,0.89,0.32,239.37,255.57,NA,"#c83803"
"32",2022110601,2084,38553,"Riley Reiff",32,"2022-11-06 14:46:38.000000",71,"CHI","left",72.73,24.18,3.03,0.92,0.31,238.03,255.38,NA,"#c83803"
"33",2022110601,2084,38553,"Riley Reiff",33,"2022-11-06 14:46:38.099999",71,"CHI","left",72.42,24.1,3.05,0.88,0.32,239.63,255.06,NA,"#c83803"
"34",2022110601,2084,38553,"Riley Reiff",34,"2022-11-06 14:46:38.200000",71,"CHI","left",72.12,24.01,3.02,0.99,0.31,242.92,253.83,NA,"#c83803"
"35",2022110601,2084,38553,"Riley Reiff",35,"2022-11-06 14:46:38.299999",71,"CHI","left",71.8,23.93,3.11,0.81,0.33,240.68,255.14,NA,"#c83803"
"36",2022110601,2084,38553,"Riley Reiff",36,"2022-11-06 14:46:38.400000",71,"CHI","left",71.48,23.85,3.15,0.84,0.33,244.09,255.32,NA,"#c83803"
"37",2022110601,2084,38553,"Riley Reiff",37,"2022-11-06 14:46:38.500000",71,"CHI","left",71.15,23.78,3.19,0.98,0.34,247.52,256.42,NA,"#c83803"
"38",2022110601,2084,38553,"Riley Reiff",38,"2022-11-06 14:46:38.599999",71,"CHI","left",70.82,23.7,3.19,1.12,0.34,247.52,257.2,NA,"#c83803"
"39",2022110601,2084,38553,"Riley Reiff",39,"2022-11-06 14:46:38.700000",71,"CHI","left",70.47,23.63,3.26,0.97,0.36,244.16,258.22,NA,"#c83803"
"40",2022110601,2084,38553,"Riley Reiff",40,"2022-11-06 14:46:38.799999",71,"CHI","left",70.15,23.57,3.22,0.88,0.33,247.03,258.87,NA,"#c83803"
"41",2022110601,2084,38553,"Riley Reiff",41,"2022-11-06 14:46:38.900000",71,"CHI","left",69.8,23.49,3.33,0.72,0.36,248.21,258.91,NA,"#c83803"
"42",2022110601,2084,38553,"Riley Reiff",42,"2022-11-06 14:46:39.000000",71,"CHI","left",69.46,23.43,3.34,0.86,0.35,247.38,259.02,NA,"#c83803"
"43",2022110601,2084,38553,"Riley Reiff",43,"2022-11-06 14:46:39.099999",71,"CHI","left",69.09,23.36,3.47,0.7,0.37,245.14,259.37,NA,"#c83803"
"44",2022110601,2084,38553,"Riley Reiff",44,"2022-11-06 14:46:39.200000",71,"CHI","left",68.73,23.3,3.48,0.88,0.36,245.14,259.99,NA,"#c83803"
"45",2022110601,2084,38553,"Riley Reiff",45,"2022-11-06 14:46:39.299999",71,"CHI","left",68.37,23.24,3.54,0.93,0.37,249.36,260.31,NA,"#c83803"
"46",2022110601,2084,38553,"Riley Reiff",46,"2022-11-06 14:46:39.400000",71,"CHI","left",68,23.17,3.57,0.68,0.37,248.04,260.24,NA,"#c83803"
"47",2022110601,2084,38553,"Riley Reiff",47,"2022-11-06 14:46:39.500000",71,"CHI","left",67.63,23.1,3.66,0.61,0.38,242.84,260.08,NA,"#c83803"
"48",2022110601,2084,38553,"Riley Reiff",48,"2022-11-06 14:46:39.599999",71,"CHI","left",67.24,23.03,3.77,0.59,0.39,246.33,259.24,NA,"#c83803"
"49",2022110601,2084,38553,"Riley Reiff",49,"2022-11-06 14:46:39.700000",71,"CHI","left",66.87,22.95,3.73,1.04,0.38,246.33,258.56,NA,"#c83803"
"50",2022110601,2084,38553,"Riley Reiff",50,"2022-11-06 14:46:39.799999",71,"CHI","left",66.48,22.88,3.79,1.03,0.4,246.33,258.61,NA,"#c83803"
"51",2022110601,2084,38553,"Riley Reiff",51,"2022-11-06 14:46:39.900000",71,"CHI","left",66.07,22.79,3.88,1.08,0.41,241.27,258.59,NA,"#c83803"
"52",2022110601,2084,38553,"Riley Reiff",52,"2022-11-06 14:46:40.000000",71,"CHI","left",65.66,22.71,3.94,1.09,0.42,243.24,258.46,NA,"#c83803"
"53",2022110601,2084,38553,"Riley Reiff",53,"2022-11-06 14:46:40.099999",71,"CHI","left",65.25,22.63,3.98,1.15,0.42,242.55,259,NA,"#c83803"
"54",2022110601,2084,38553,"Riley Reiff",54,"2022-11-06 14:46:40.200000",71,"CHI","left",64.83,22.56,3.97,1.33,0.42,241.83,259.39,NA,"#c83803"
"55",2022110601,2084,38553,"Riley Reiff",55,"2022-11-06 14:46:40.299999",71,"CHI","left",64.42,22.48,3.98,1.04,0.42,239.4,259.31,NA,"#c83803"
"56",2022110601,2084,38553,"Riley Reiff",56,"2022-11-06 14:46:40.400000",71,"CHI","left",64,22.4,4.03,0.93,0.42,244.18,259.54,NA,"#c83803"
"57",2022110601,2084,38553,"Riley Reiff",57,"2022-11-06 14:46:40.500000",71,"CHI","left",63.58,22.32,4.11,0.85,0.43,244.18,259.46,NA,"#c83803"
"58",2022110601,2084,38553,"Riley Reiff",58,"2022-11-06 14:46:40.599999",71,"CHI","left",63.16,22.24,4.12,1,0.43,244.18,259.89,NA,"#c83803"
"59",2022110601,2084,38553,"Riley Reiff",59,"2022-11-06 14:46:40.700000",71,"CHI","left",62.73,22.17,4.16,1.23,0.44,240.38,260.35,NA,"#c83803"
"60",2022110601,2084,38553,"Riley Reiff",60,"2022-11-06 14:46:40.799999",71,"CHI","left",62.29,22.1,4.18,1.29,0.44,242.14,260.69,NA,"#c83803"
"61",2022110601,2084,38553,"Riley Reiff",61,"2022-11-06 14:46:40.900000",71,"CHI","left",61.86,22.03,4.16,1.27,0.43,242.14,260.94,NA,"#c83803"
"62",2022110601,2084,38553,"Riley Reiff",62,"2022-11-06 14:46:41.000000",71,"CHI","left",61.42,21.96,4.19,1.22,0.44,241.15,260.89,NA,"#c83803"
"63",2022110601,2084,38553,"Riley Reiff",63,"2022-11-06 14:46:41.099999",71,"CHI","left",60.98,21.89,4.25,1.26,0.45,241.15,261.56,NA,"#c83803"
"64",2022110601,2084,38553,"Riley Reiff",64,"2022-11-06 14:46:41.200000",71,"CHI","left",60.55,21.84,4.19,1.26,0.43,242.1,262.29,NA,"#c83803"
"65",2022110601,2084,38553,"Riley Reiff",65,"2022-11-06 14:46:41.299999",71,"CHI","left",60.12,21.78,4.18,1.24,0.43,243.19,262.97,NA,"#c83803"
"66",2022110601,2084,38553,"Riley Reiff",66,"2022-11-06 14:46:41.400000",71,"CHI","left",59.69,21.73,4.19,1.24,0.44,244.45,263.78,NA,"#c83803"
"67",2022110601,2084,38553,"Riley Reiff",67,"2022-11-06 14:46:41.500000",71,"CHI","left",59.24,21.69,4.31,1,0.45,245.59,265.01,NA,"#c83803"
"68",2022110601,2084,38553,"Riley Reiff",68,"2022-11-06 14:46:41.599999",71,"CHI","left",58.8,21.65,4.32,1.04,0.44,247.41,264.93,NA,"#c83803"
"69",2022110601,2084,38553,"Riley Reiff",69,"2022-11-06 14:46:41.700000",71,"CHI","left",58.36,21.61,4.3,1.33,0.44,248.9,265.14,NA,"#c83803"
"70",2022110601,2084,38553,"Riley Reiff",70,"2022-11-06 14:46:41.799999",71,"CHI","left",57.92,21.57,4.29,1.27,0.44,251.35,264.88,NA,"#c83803"
"71",2022110601,2084,38553,"Riley Reiff",71,"2022-11-06 14:46:41.900000",71,"CHI","left",57.46,21.53,4.39,1.1,0.46,258.15,265.43,NA,"#c83803"
"72",2022110601,2084,38553,"Riley Reiff",72,"2022-11-06 14:46:42.000000",71,"CHI","left",57,21.5,4.43,0.79,0.46,261.67,266.02,NA,"#c83803"
"73",2022110601,2084,38553,"Riley Reiff",73,"2022-11-06 14:46:42.099999",71,"CHI","left",56.55,21.47,4.43,1.03,0.45,262.27,266.17,NA,"#c83803"
"74",2022110601,2084,38553,"Riley Reiff",74,"2022-11-06 14:46:42.200000",71,"CHI","left",56.08,21.45,4.48,1,0.46,265.13,266.44,NA,"#c83803"
"75",2022110601,2084,38553,"Riley Reiff",75,"2022-11-06 14:46:42.299999",71,"CHI","left",55.62,21.42,4.52,1.2,0.47,261.52,266.78,NA,"#c83803"
"76",2022110601,2084,38553,"Riley Reiff",76,"2022-11-06 14:46:42.400000",71,"CHI","left",55.17,21.4,4.4,1.44,0.45,260.12,267.08,NA,"#c83803"
"77",2022110601,2084,38553,"Riley Reiff",77,"2022-11-06 14:46:42.500000",71,"CHI","left",54.71,21.37,4.4,1.45,0.46,262.89,267.05,NA,"#c83803"
"78",2022110601,2084,38553,"Riley Reiff",78,"2022-11-06 14:46:42.599999",71,"CHI","left",54.25,21.33,4.39,1.63,0.46,274.75,266,NA,"#c83803"
"79",2022110601,2084,38553,"Riley Reiff",79,"2022-11-06 14:46:42.700000",71,"CHI","left",53.79,21.31,4.41,1.43,0.47,269.14,266.52,NA,"#c83803"
"80",2022110601,2084,38553,"Riley Reiff",80,"2022-11-06 14:46:42.799999",71,"CHI","left",53.31,21.3,4.48,1.18,0.48,264.3,267.42,NA,"#c83803"
"81",2022110601,2084,38553,"Riley Reiff",81,"2022-11-06 14:46:42.900000",71,"CHI","left",52.85,21.28,4.43,1.39,0.46,260.08,267.68,NA,"#c83803"
"82",2022110601,2084,38553,"Riley Reiff",82,"2022-11-06 14:46:43.000000",71,"CHI","left",52.39,21.26,4.43,1.42,0.47,259.03,268.11,NA,"#c83803"
"83",2022110601,2084,38553,"Riley Reiff",83,"2022-11-06 14:46:43.099999",71,"CHI","left",51.92,21.27,4.46,1.39,0.47,256.78,269.51,NA,"#c83803"
"84",2022110601,2084,38553,"Riley Reiff",84,"2022-11-06 14:46:43.200000",71,"CHI","left",51.46,21.27,4.46,1.21,0.46,257.9,269.96,NA,"#c83803"
"85",2022110601,2084,38553,"Riley Reiff",85,"2022-11-06 14:46:43.299999",71,"CHI","left",51.01,21.28,4.38,1.6,0.45,255.21,271.18,NA,"#c83803"
"86",2022110601,2084,38553,"Riley Reiff",86,"2022-11-06 14:46:43.400000",71,"CHI","left",50.55,21.3,4.39,1.67,0.46,256.74,272.05,NA,"#c83803"
"87",2022110601,2084,38553,"Riley Reiff",87,"2022-11-06 14:46:43.500000",71,"CHI","left",50.08,21.3,4.43,1.53,0.47,254.8,271.43,NA,"#c83803"
"88",2022110601,2084,38553,"Riley Reiff",88,"2022-11-06 14:46:43.599999",71,"CHI","left",49.61,21.29,4.41,1.47,0.46,257.15,270.37,NA,"#c83803"
"89",2022110601,2084,38553,"Riley Reiff",89,"2022-11-06 14:46:43.700000",71,"CHI","left",49.16,21.3,4.38,1.61,0.46,260.34,269.95,NA,"#c83803"
"90",2022110601,2084,38553,"Riley Reiff",90,"2022-11-06 14:46:43.799999",71,"CHI","left",48.71,21.29,4.3,1.8,0.45,260.34,269.17,NA,"#c83803"
"91",2022110601,2084,38553,"Riley Reiff",91,"2022-11-06 14:46:43.900000",71,"CHI","left",48.27,21.28,4.26,1.56,0.44,259.54,268.92,NA,"#c83803"
"92",2022110601,2084,38553,"Riley Reiff",92,"2022-11-06 14:46:44.000000",71,"CHI","left",47.83,21.27,4.23,1.48,0.44,258.96,268.39,NA,"#c83803"
"93",2022110601,2084,38553,"Riley Reiff",93,"2022-11-06 14:46:44.099999",71,"CHI","left",47.38,21.26,4.27,1.48,0.45,260.27,268.08,NA,"#c83803"
"94",2022110601,2084,38553,"Riley Reiff",94,"2022-11-06 14:46:44.200000",71,"CHI","left",46.94,21.25,4.28,1.56,0.45,255.26,268.51,NA,"#c83803"
"95",2022110601,2084,38553,"Riley Reiff",95,"2022-11-06 14:46:44.299999",71,"CHI","left",46.48,21.24,4.3,1.51,0.45,249.51,268.24,NA,"#c83803"
"96",2022110601,2084,38553,"Riley Reiff",96,"2022-11-06 14:46:44.400000",71,"CHI","left",46.04,21.22,4.22,1.67,0.44,249.51,267.92,"touchdown","#c83803"
"97",2022110601,2084,38553,"Riley Reiff",97,"2022-11-06 14:46:44.500000",71,"CHI","left",45.6,21.2,4.2,1.68,0.44,251.87,267.47,NA,"#c83803"
"98",2022110601,2084,38553,"Riley Reiff",98,"2022-11-06 14:46:44.599999",71,"CHI","left",45.18,21.19,4.12,1.71,0.43,251.87,267.42,NA,"#c83803"
"99",2022110601,2084,38553,"Riley Reiff",99,"2022-11-06 14:46:44.700000",71,"CHI","left",44.74,21.17,4.14,1.59,0.44,249.22,267.46,NA,"#c83803"
"100",2022110601,2084,38553,"Riley Reiff",100,"2022-11-06 14:46:44.799999",71,"CHI","left",44.32,21.15,4.02,1.7,0.41,246.99,267.47,NA,"#c83803"
"101",2022110601,2084,42390,"Eric Rowe",1,"2022-11-06 14:46:34.900000",21,"MIA","left",64.56,30.94,1.01,4.36,0.09,90.26,8.05,NA,"#008e97"
"102",2022110601,2084,42390,"Eric Rowe",2,"2022-11-06 14:46:35.000000",21,"MIA","left",64.6,31.06,1.46,4.15,0.13,95.18,17.65,NA,"#008e97"
"103",2022110601,2084,42390,"Eric Rowe",3,"2022-11-06 14:46:35.099999",21,"MIA","left",64.66,31.25,2.22,4.54,0.2,96.46,21.08,NA,"#008e97"
"104",2022110601,2084,42390,"Eric Rowe",4,"2022-11-06 14:46:35.200000",21,"MIA","left",64.76,31.49,2.79,4.32,0.26,94.18,22.63,NA,"#008e97"
"105",2022110601,2084,42390,"Eric Rowe",5,"2022-11-06 14:46:35.299999",21,"MIA","left",64.88,31.78,3.29,3.86,0.31,94.18,22.91,NA,"#008e97"
"106",2022110601,2084,42390,"Eric Rowe",6,"2022-11-06 14:46:35.400000",21,"MIA","left",65.02,32.11,3.73,3.37,0.36,94.97,23.16,"run","#008e97"
"107",2022110601,2084,42390,"Eric Rowe",7,"2022-11-06 14:46:35.500000",21,"MIA","left",65.18,32.48,4.14,2.89,0.4,97.01,23.26,NA,"#008e97"
"108",2022110601,2084,42390,"Eric Rowe",8,"2022-11-06 14:46:35.599999",21,"MIA","left",65.34,32.88,4.42,2.35,0.43,98.1,23,NA,"#008e97"
"109",2022110601,2084,42390,"Eric Rowe",9,"2022-11-06 14:46:35.700000",21,"MIA","left",65.51,33.3,4.62,1.75,0.45,99.63,21.35,NA,"#008e97"
"110",2022110601,2084,42390,"Eric Rowe",10,"2022-11-06 14:46:35.799999",21,"MIA","left",65.67,33.74,4.77,1.25,0.47,104.02,19.74,NA,"#008e97"
"111",2022110601,2084,42390,"Eric Rowe",11,"2022-11-06 14:46:35.900000",21,"MIA","left",65.82,34.19,4.77,0.85,0.47,105.48,18.23,NA,"#008e97"
"112",2022110601,2084,42390,"Eric Rowe",12,"2022-11-06 14:46:36.000000",21,"MIA","left",65.95,34.64,4.67,1.04,0.47,112.18,16.69,NA,"#008e97"
"113",2022110601,2084,42390,"Eric Rowe",13,"2022-11-06 14:46:36.099999",21,"MIA","left",66.08,35.08,4.58,1.26,0.46,115.94,15.84,NA,"#008e97"
"114",2022110601,2084,42390,"Eric Rowe",14,"2022-11-06 14:46:36.200000",21,"MIA","left",66.19,35.5,4.29,2.08,0.43,130.33,13.98,NA,"#008e97"
"115",2022110601,2084,42390,"Eric Rowe",15,"2022-11-06 14:46:36.299999",21,"MIA","left",66.28,35.89,3.92,2.88,0.4,138.6,11.95,NA,"#008e97"
"116",2022110601,2084,42390,"Eric Rowe",16,"2022-11-06 14:46:36.400000",21,"MIA","left",66.35,36.25,3.54,3.24,0.37,144.37,9.56,NA,"#008e97"
"117",2022110601,2084,42390,"Eric Rowe",17,"2022-11-06 14:46:36.500000",21,"MIA","left",66.39,36.58,3.16,3.48,0.33,150.7,6.32,NA,"#008e97"
"118",2022110601,2084,42390,"Eric Rowe",18,"2022-11-06 14:46:36.599999",21,"MIA","left",66.41,36.87,2.76,3.67,0.29,156.36,1.72,NA,"#008e97"
"119",2022110601,2084,42390,"Eric Rowe",19,"2022-11-06 14:46:36.700000",21,"MIA","left",66.41,37.12,2.39,3.76,0.26,162.21,357.81,NA,"#008e97"
"120",2022110601,2084,42390,"Eric Rowe",20,"2022-11-06 14:46:36.799999",21,"MIA","left",66.39,37.35,2.08,3.57,0.22,164.02,351.32,NA,"#008e97"
"121",2022110601,2084,42390,"Eric Rowe",21,"2022-11-06 14:46:36.900000",21,"MIA","left",66.35,37.54,1.82,3.21,0.19,166.16,344.86,NA,"#008e97"
"122",2022110601,2084,42390,"Eric Rowe",22,"2022-11-06 14:46:37.000000",21,"MIA","left",66.29,37.7,1.62,2.81,0.17,169.41,337.29,NA,"#008e97"
"123",2022110601,2084,42390,"Eric Rowe",23,"2022-11-06 14:46:37.099999",21,"MIA","left",66.22,37.84,1.48,2.52,0.15,173.22,328.07,NA,"#008e97"
"124",2022110601,2084,42390,"Eric Rowe",24,"2022-11-06 14:46:37.200000",21,"MIA","left",66.14,37.95,1.31,2.31,0.14,175.72,318.85,NA,"#008e97"
"125",2022110601,2084,42390,"Eric Rowe",25,"2022-11-06 14:46:37.299999",21,"MIA","left",66.06,38.04,1.19,1.94,0.12,177.11,311.49,NA,"#008e97"
"126",2022110601,2084,42390,"Eric Rowe",26,"2022-11-06 14:46:37.400000",21,"MIA","left",65.97,38.11,1.09,1.71,0.11,178.86,303.27,NA,"#008e97"
"127",2022110601,2084,42390,"Eric Rowe",27,"2022-11-06 14:46:37.500000",21,"MIA","left",65.88,38.15,1.01,1.58,0.1,181.5,293.47,NA,"#008e97"
"128",2022110601,2084,42390,"Eric Rowe",28,"2022-11-06 14:46:37.599999",21,"MIA","left",65.79,38.18,0.92,1.61,0.09,185.49,281.42,"first_contact","#008e97"
"129",2022110601,2084,42390,"Eric Rowe",29,"2022-11-06 14:46:37.700000",21,"MIA","left",65.7,38.18,0.89,1.68,0.09,187.19,267.08,NA,"#008e97"
"130",2022110601,2084,42390,"Eric Rowe",30,"2022-11-06 14:46:37.799999",21,"MIA","left",65.61,38.16,0.96,1.76,0.09,188.21,252.07,NA,"#008e97"
"131",2022110601,2084,42390,"Eric Rowe",31,"2022-11-06 14:46:37.900000",21,"MIA","left",65.52,38.12,1.11,1.8,0.11,189.05,241.42,NA,"#008e97"
"132",2022110601,2084,42390,"Eric Rowe",32,"2022-11-06 14:46:38.000000",21,"MIA","left",65.42,38.04,1.36,2.26,0.13,193.62,229.12,NA,"#008e97"
"133",2022110601,2084,42390,"Eric Rowe",33,"2022-11-06 14:46:38.099999",21,"MIA","left",65.32,37.93,1.57,2.29,0.15,197.37,221.69,NA,"#008e97"
"134",2022110601,2084,42390,"Eric Rowe",34,"2022-11-06 14:46:38.200000",21,"MIA","left",65.2,37.8,1.94,2.46,0.18,199.44,219.56,NA,"#008e97"
"135",2022110601,2084,42390,"Eric Rowe",35,"2022-11-06 14:46:38.299999",21,"MIA","left",65.07,37.63,2.25,2.42,0.21,203.99,216.71,NA,"#008e97"
"136",2022110601,2084,42390,"Eric Rowe",36,"2022-11-06 14:46:38.400000",21,"MIA","left",64.89,37.42,2.77,2.93,0.27,203.99,220.92,NA,"#008e97"
"137",2022110601,2084,42390,"Eric Rowe",37,"2022-11-06 14:46:38.500000",21,"MIA","left",64.69,37.2,3.14,3.07,0.3,207.74,222.37,NA,"#008e97"
"138",2022110601,2084,42390,"Eric Rowe",38,"2022-11-06 14:46:38.599999",21,"MIA","left",64.46,36.95,3.54,3.01,0.34,211.37,223.85,NA,"#008e97"
"139",2022110601,2084,42390,"Eric Rowe",39,"2022-11-06 14:46:38.700000",21,"MIA","left",64.2,36.69,3.87,2.95,0.37,214.94,226.48,NA,"#008e97"
"140",2022110601,2084,42390,"Eric Rowe",40,"2022-11-06 14:46:38.799999",21,"MIA","left",63.9,36.42,4.24,3.02,0.41,221.07,229.34,NA,"#008e97"
"141",2022110601,2084,42390,"Eric Rowe",41,"2022-11-06 14:46:38.900000",21,"MIA","left",63.56,36.14,4.57,3.01,0.44,224.25,231.44,NA,"#008e97"
"142",2022110601,2084,42390,"Eric Rowe",42,"2022-11-06 14:46:39.000000",21,"MIA","left",63.18,35.86,4.86,2.74,0.47,225.46,234.05,NA,"#008e97"
"143",2022110601,2084,42390,"Eric Rowe",43,"2022-11-06 14:46:39.099999",21,"MIA","left",62.77,35.57,5.14,2.48,0.5,227.92,236.16,NA,"#008e97"
"144",2022110601,2084,42390,"Eric Rowe",44,"2022-11-06 14:46:39.200000",21,"MIA","left",62.32,35.29,5.41,2.38,0.53,230.05,238.51,NA,"#008e97"
"145",2022110601,2084,42390,"Eric Rowe",45,"2022-11-06 14:46:39.299999",21,"MIA","left",61.85,35.01,5.64,2.1,0.55,232.88,240.15,NA,"#008e97"
"146",2022110601,2084,42390,"Eric Rowe",46,"2022-11-06 14:46:39.400000",21,"MIA","left",61.35,34.73,5.8,1.58,0.57,235.45,241.13,NA,"#008e97"
"147",2022110601,2084,42390,"Eric Rowe",47,"2022-11-06 14:46:39.500000",21,"MIA","left",60.83,34.45,5.97,1.36,0.59,235.45,242.64,NA,"#008e97"
"148",2022110601,2084,42390,"Eric Rowe",48,"2022-11-06 14:46:39.599999",21,"MIA","left",60.28,34.19,6.11,1.2,0.61,235.45,244.18,NA,"#008e97"
"149",2022110601,2084,42390,"Eric Rowe",49,"2022-11-06 14:46:39.700000",21,"MIA","left",59.72,33.93,6.23,0.94,0.62,235.45,244.97,NA,"#008e97"
"150",2022110601,2084,42390,"Eric Rowe",50,"2022-11-06 14:46:39.799999",21,"MIA","left",59.15,33.66,6.31,0.6,0.63,237.58,245.36,NA,"#008e97"
"151",2022110601,2084,42390,"Eric Rowe",51,"2022-11-06 14:46:39.900000",21,"MIA","left",58.57,33.4,6.36,0.46,0.63,239.15,245.92,NA,"#008e97"
"152",2022110601,2084,42390,"Eric Rowe",52,"2022-11-06 14:46:40.000000",21,"MIA","left",57.99,33.14,6.46,0.23,0.64,241.21,246.01,NA,"#008e97"
"153",2022110601,2084,42390,"Eric Rowe",53,"2022-11-06 14:46:40.099999",21,"MIA","left",57.39,32.88,6.6,0.27,0.65,237.74,246.47,NA,"#008e97"
"154",2022110601,2084,42390,"Eric Rowe",54,"2022-11-06 14:46:40.200000",21,"MIA","left",56.78,32.62,6.64,0.07,0.66,237.74,246.41,NA,"#008e97"
"155",2022110601,2084,42390,"Eric Rowe",55,"2022-11-06 14:46:40.299999",21,"MIA","left",56.17,32.35,6.67,0.2,0.67,238.57,246.5,NA,"#008e97"
"156",2022110601,2084,42390,"Eric Rowe",56,"2022-11-06 14:46:40.400000",21,"MIA","left",55.56,32.08,6.7,0.36,0.67,241.05,246.61,NA,"#008e97"
